experiment_id,dataset,split,category,image_id,resolution,payload_bpp,secret_id,secret_bits,model,model_name,status,exact_recovery,psnr,mse,ssim,ms_ssim,ber,secret_accuracy,lsb_change_percent,pixel_change_percent,channel_change_percent,residual_rms,residual_max,encode_ms,decode_ms,total_ms,error,payload_bits,metric_valid,metric_note
research_20260919_203405,synthetic,test,FINAL_TEST,syn_0050,512,0.003326,fixed_v1,240,paper_model_01,Kanimozhi RNN+Fuzzy (2025),ok,True,80.4978,0.000579833984375,1.0,1.0,0.0,100.0,0.058,0.174,0.058,0.02408,1.0,82.04921899960027,97.8592579999713,179.94039499990322,,872,True,ok
research_20260919_203405,synthetic,test,FINAL_TEST,syn_0050,512,0.004608,fixed_v1,240,paper_model_02,Sanjalawe Huffman+LSB+DL (2025),ok,True,79.3715,0.000751495361328125,1.0,1.0,0.0,100.0,0.0751,0.2254,0.0751,0.027413,1.0,78.51535099962348,92.1698010001819,170.71510599998874,,1208,True,ok
research_20260919_203405,synthetic,test,FINAL_TEST,syn_0050,512,0.003418,fixed_v1,240,paper_model_03,Rahman LSB+MagicMatrix (2025),ok,True,80.1414,0.000629425048828125,1.0,1.0,0.0,100.0,0.0629,0.1888,0.0629,0.025088,1.0,74.92242200032706,92.3995569996805,167.35086400012733,,896,True,ok
research_20260919_203405,synthetic,test,FINAL_TEST,syn_0050,512,0.003357,fixed_v1,240,paper_model_04,Aljarf DL-Steg ECC+SAE (2025),ok,True,80.6234,0.0005633036295572916,1.0,1.0,0.0,100.0,0.0563,0.169,0.0563,0.023734,1.0,52.802673000314826,70.9609380000984,123.79430099963429,,880,True,ok
research_20260919_203405,synthetic,test,FINAL_TEST,syn_0050,512,0.004883,fixed_v1,240,ares_hybrid_inn,ARES-Hybrid-INN,ok,True,81.4645,0.0004641215006510417,1.0,1.0,0.0,100.0,0.0464,0.1392,0.0464,0.021543,1.0,1624.9811160000718,1124.3860039999163,2771.6148130002694,,1280,True,ok
research_20260919_203405,synthetic,test,FINAL_TEST,syn_0051,512,0.003326,fixed_v1,240,paper_model_01,Kanimozhi RNN+Fuzzy (2025),ok,True,80.7125,0.0005518595377604166,1.0,1.0,0.0,100.0,0.0552,0.1656,0.0552,0.023492,1.0,63.48349199970471,64.7874569999658,128.2998649999172,,872,True,ok
research_20260919_203405,synthetic,test,FINAL_TEST,syn_0051,512,0.004608,fixed_v1,240,paper_model_02,Sanjalawe Huffman+LSB+DL (2025),ok,True,79.1425,0.0007921854654947916,1.0,1.0,0.0,100.0,0.0792,0.2377,0.0792,0.028146,1.0,52.07544400036568,79.69840099985959,131.79945500041867,,1208,True,ok
research_20260919_203405,synthetic,test,FINAL_TEST,syn_0051,512,0.003418,fixed_v1,240,paper_model_03,Rahman LSB+MagicMatrix (2025),ok,True,80.643,0.000560760498046875,1.0,1.0,0.0,100.0,0.0561,0.1682,0.0561,0.02368,1.0,52.3575370002618,84.73559699996258,137.1267659997102,,896,True,ok
research_20260919_203405,synthetic,test,FINAL_TEST,syn_0051,512,0.003357,fixed_v1,240,paper_model_04,Aljarf DL-Steg ECC+SAE (2025),ok,True,80.565,0.0005709330240885416,1.0,1.0,0.0,100.0,0.0571,0.1713,0.0571,0.023894,1.0,75.68689600020662,88.79049000006489,164.51261200018052,,880,True,ok
research_20260919_203405,synthetic,test,FINAL_TEST,syn_0051,512,0.004883,fixed_v1,240,ares_hybrid_inn,ARES-Hybrid-INN,ok,True,81.2668,0.0004857381184895833,1.0,1.0,0.0,100.0,0.0486,0.1457,0.0486,0.022039,1.0,2094.8589450003965,969.5144830002391,3084.8463289999017,,1280,True,ok
