experiment_id,dataset,split,category,image_id,resolution,payload_bpp,secret_id,secret_bits,model,model_name,status,exact_recovery,psnr,mse,ssim,ms_ssim,ber,secret_accuracy,lsb_change_percent,pixel_change_percent,channel_change_percent,residual_rms,residual_max,encode_ms,decode_ms,total_ms,error,payload_bits,metric_valid,metric_note
research_20260919_203322,synthetic,test,FINAL_TEST,syn_0050,256,0.013306,fixed_v1,240,paper_model_01,Kanimozhi RNN+Fuzzy (2025),ok,True,74.9602,0.0020751953125,0.999999,0.999999,0.0,100.0,0.2075,0.6226,0.2075,0.045554,1.0,49.47027300022455,29.082219999963854,78.57542800002193,,872,True,ok
research_20260919_203322,synthetic,test,FINAL_TEST,syn_0050,256,0.018433,fixed_v1,240,paper_model_02,Sanjalawe Huffman+LSB+DL (2025),ok,True,73.0322,0.00323486328125,0.999999,0.999998,0.0,100.0,0.3235,0.9705,0.3235,0.056876,1.0,20.415929000137112,29.604136000216386,50.0400730002184,,1208,True,ok
research_20260919_203322,synthetic,test,FINAL_TEST,syn_0050,256,0.013672,fixed_v1,240,paper_model_03,Rahman LSB+MagicMatrix (2025),ok,True,74.3551,0.0023854573567708335,0.999999,0.999998,0.0,100.0,0.2385,0.7156,0.2385,0.048841,1.0,20.074131000001216,29.664286999832257,49.758171000121365,,896,True,ok
research_20260919_203322,synthetic,test,FINAL_TEST,syn_0050,256,0.013428,fixed_v1,240,paper_model_04,Aljarf DL-Steg ECC+SAE (2025),ok,True,74.7727,0.002166748046875,0.999999,0.999999,0.0,100.0,0.2167,0.65,0.2167,0.046548,1.0,20.129263999933755,29.600207999919803,49.74977999972907,,880,True,ok
research_20260919_203322,synthetic,test,FINAL_TEST,syn_0050,256,0.019531,fixed_v1,240,ares_hybrid_inn,ARES-Hybrid-INN,ok,True,75.2576,0.0019378662109375,0.999999,0.999999,0.0,100.0,0.1938,0.5814,0.1938,0.044021,1.0,480.53368499995486,126.90707399997336,611.1162540000805,,1280,True,ok
research_20260919_203322,synthetic,test,FINAL_TEST,syn_0051,256,0.013306,fixed_v1,240,paper_model_01,Kanimozhi RNN+Fuzzy (2025),ok,True,74.8655,0.0021209716796875,0.999999,0.999999,0.0,100.0,0.2121,0.6363,0.2121,0.046054,1.0,20.688010999947437,30.628669999714475,51.3469319998876,,872,True,ok
research_20260919_203322,synthetic,test,FINAL_TEST,syn_0051,256,0.018433,fixed_v1,240,paper_model_02,Sanjalawe Huffman+LSB+DL (2025),ok,True,73.2206,0.0030975341796875,0.999999,0.999998,0.0,100.0,0.3098,0.9293,0.3098,0.055655,1.0,25.810903000092367,27.939749999859487,53.7718529999438,,1208,True,ok
research_20260919_203322,synthetic,test,FINAL_TEST,syn_0051,256,0.013672,fixed_v1,240,paper_model_03,Rahman LSB+MagicMatrix (2025),ok,True,74.6919,0.0022074381510416665,0.999999,0.999999,0.0,100.0,0.2207,0.6622,0.2207,0.046983,1.0,20.52901200022461,29.480089000117005,50.03169900010107,,896,True,ok
research_20260919_203322,synthetic,test,FINAL_TEST,syn_0051,256,0.013428,fixed_v1,240,paper_model_04,Aljarf DL-Steg ECC+SAE (2025),ok,True,74.662,0.0022226969401041665,0.999999,0.999999,0.0,100.0,0.2223,0.6668,0.2223,0.047145,1.0,20.568832000208204,29.92396799982089,50.510581000253296,,880,True,ok
research_20260919_203322,synthetic,test,FINAL_TEST,syn_0051,256,0.019531,fixed_v1,240,ares_hybrid_inn,ARES-Hybrid-INN,ok,True,75.2919,0.001922607421875,0.999999,0.999999,0.0,100.0,0.1923,0.5768,0.1923,0.043848,1.0,287.4295409997103,129.23954999996567,419.9231430002328,,1280,True,ok
